Date,State,Coal_Price_Index,Gas_Price_Index,Carbon_Price,Spot_Price
2021-07-04 0:00:00,Gujarat,99.69,108.34,842.47,4329.71
2021-07-04 0:00:00,Tamil Nadu,100.37,105.08,831.93,3721.57
2021-07-04 0:00:00,Karnataka,99.33,105.12,842.3,3556.8
2021-07-04 0:00:00,Rajasthan,99.73,107.53,779.76,3838.64
2021-07-05 0:00:00,Maharashtra,101.59,104.88,832.59,3658.51
2021-07-05 0:00:00,Gujarat,102.13,104.24,781.33,3532.02
2021-07-05 0:00:00,Tamil Nadu,100.36,104.95,779.04,3940.52
2021-07-05 0:00:00,Karnataka,101.63,104.73,784.52,4485.71
2021-07-05 0:00:00,Rajasthan,101.82,107.21,775.57,4325.04
2021-07-06 0:00:00,Maharashtra,101.7,105.53,766.31,4414.82
2021-07-06 0:00:00,Gujarat,99.38,107.42,783.8,4125.4
2021-07-06 0:00:00,Tamil Nadu,102.06,106.38,807.38,4001.2
2021-07-06 0:00:00,Karnataka,100.94,104.52,833.94,4131.41
2021-07-06 0:00:00,Rajasthan,98.84,103.66,776.54,3406.53
2021-07-07 0:00:00,Maharashtra,101.58,108.07,752.91,3648.79
2021-07-07 0:00:00,Gujarat,99.64,104.11,768.99,4369.41
2021-07-07 0:00:00,Tamil Nadu,99.48,104.45,805.07,3964.22
2021-07-07 0:00:00,Karnataka,101.47,104.96,787.51,3846.5
2021-07-07 0:00:00,Rajasthan,101.16,108.67,764.97,4264.87
2021-07-08 0:00:00,Maharashtra,101.26,106.88,834.56,4324.91
2021-07-08 0:00:00,Gujarat,100.44,106.06,779.48,3878.06
2021-07-08 0:00:00,Tamil Nadu,99.34,106.1,828.23,4494.99
2021-07-08 0:00:00,Karnataka,99.35,104.91,814.21,4509.48
2021-07-08 0:00:00,Rajasthan,99.21,105.35,817.36,4500.08
2021-07-09 0:00:00,Maharashtra,101.16,106.03,820.4,4048.13
2021-07-09 0:00:00,Gujarat,100.98,104.96,799.91,4292.92
2021-07-09 0:00:00,Tamil Nadu,102.41,108.2,808.67,4206.59
2021-07-09 0:00:00,Karnataka,102.41,105.7,762.56,4174.89
2021-07-09 0:00:00,Rajasthan,102.52,106.3,792.29,3980.5
2021-07-10 0:00:00,Maharashtra,102.02,107.59,753.18,3637.15
2021-07-10 0:00:00,Gujarat,101.51,103.05,809.33,3979.19
2021-07-10 0:00:00,Tamil Nadu,98.53,107.6,755.32,4478.91
2021-07-10 0:00:00,Karnataka,99.66,104.55,796.35,4283.49
2021-07-10 0:00:00,Rajasthan,98.58,107.21,762.09,4270.24
2021-07-11 0:00:00,Maharashtra,101.36,103.57,757.49,3483.19
2021-07-11 0:00:00,Gujarat,100.18,108.47,767.6,4324.11
2021-07-11 0:00:00,Tamil Nadu,99.32,104.99,825.18,3770.49
2021-07-11 0:00:00,Karnataka,98.89,107,801.78,3670.78
2021-07-11 0:00:00,Rajasthan,99.25,108.31,755.7,3495.18
2021-07-12 0:00:00,Maharashtra,101.65,105.78,780.5,4448.98
2021-07-12 0:00:00,Gujarat,99.83,107.64,771.41,4566.27
2021-07-12 0:00:00,Tamil Nadu,100.52,103.2,766.62,3701.52
2021-07-12 0:00:00,Karnataka,99.26,104.78,797.96,4520.68
2021-07-12 0:00:00,Rajasthan,101.47,105.16,775.12,3542.32
2021-07-13 0:00:00,Maharashtra,99.76,107.19,828.36,3482.88
2021-07-13 0:00:00,Gujarat,102.29,107.91,812.04,4419.7
2021-07-13 0:00:00,Tamil Nadu,98.8,107.75,751.12,4185.81
2021-07-13 0:00:00,Karnataka,100.54,106.67,761.81,3482.69
2021-07-13 0:00:00,Rajasthan,99.57,103.8,797.95,4144.25
2021-07-14 0:00:00,Maharashtra,100.07,108.18,806.25,4278.14
2021-07-14 0:00:00,Gujarat,101.23,104.46,779.97,3875.5
2021-07-14 0:00:00,Tamil Nadu,100.26,103.7,775.09,4216.06
2021-07-14 0:00:00,Karnataka,98.77,105.41,787.38,4274.06
2021-07-14 0:00:00,Rajasthan,100.89,108.08,832.02,4131.42
2021-07-15 0:00:00,Maharashtra,101.22,107.04,844.21,3720.49
2021-07-15 0:00:00,Gujarat,101.68,104.43,790.71,3994.75
2021-07-15 0:00:00,Tamil Nadu,99.52,105.22,800.36,4221.92
2021-07-15 0:00:00,Karnataka,101.98,106.11,767.06,3766.85
2021-07-15 0:00:00,Rajasthan,99.34,107.18,840.53,3728.3
2021-07-16 0:00:00,Maharashtra,98.39,104.08,844.19,3858.45
2021-07-16 0:00:00,Gujarat,101.05,105.99,823.37,3729.42
2021-07-16 0:00:00,Tamil Nadu,101.24,106.77,841.7,4494.38
2021-07-16 0:00:00,Karnataka,101.22,104.83,755.37,3707.9
2021-07-16 0:00:00,Rajasthan,100.79,107.33,827.75,3767.86
2021-07-17 0:00:00,Maharashtra,99.93,105.01,788.3,3542.02
2021-07-17 0:00:00,Gujarat,100.12,105.66,753.24,4149
2021-07-17 0:00:00,Tamil Nadu,101.02,108.34,781.17,3586.19
2021-07-17 0:00:00,Karnataka,101.03,106.31,822.41,4121.65
2021-07-17 0:00:00,Rajasthan,98.49,104.34,787.46,4321.17
2021-07-18 0:00:00,Maharashtra,101.32,104.54,847.43,3761.45
2021-07-18 0:00:00,Gujarat,100.38,106.81,761.52,3467.6
2021-07-18 0:00:00,Tamil Nadu,101.38,104.03,763.17,4464.28
2021-07-18 0:00:00,Karnataka,101.95,103.95,843.79,4229.66
2021-07-18 0:00:00,Rajasthan,101.38,102.89,808.57,3926.4
2021-07-19 0:00:00,Maharashtra,99.77,107.16,786.35,3907.93
2021-07-19 0:00:00,Gujarat,98.47,107.64,845.91,4016.58
2021-07-19 0:00:00,Tamil Nadu,98.86,103.34,826.57,4455.47
2021-07-19 0:00:00,Karnataka,100.82,108.73,757.74,3819.41
2021-07-19 0:00:00,Rajasthan,101.07,104.01,838.07,3790.5
2021-07-20 0:00:00,Maharashtra,100.15,102.84,784.44,3765.05
2021-07-20 0:00:00,Gujarat,99.85,105.25,777.45,3610.82
2021-07-20 0:00:00,Tamil Nadu,100.02,104.27,799.45,3954.91
2021-07-20 0:00:00,Karnataka,101.48,106.66,828.43,4289.45
2021-07-20 0:00:00,Rajasthan,98.11,105.64,769.27,4055.53
2021-07-21 0:00:00,Maharashtra,98.23,107.17,797.22,4054.14
2021-07-21 0:00:00,Gujarat,98.82,108.26,819.77,4167.41
2021-07-21 0:00:00,Tamil Nadu,98.05,107.67,801.73,3652.98
2021-07-21 0:00:00,Karnataka,101.41,106.36,790.15,4053.79
2021-07-21 0:00:00,Rajasthan,100.97,105.46,766.22,3686.39
2021-07-22 0:00:00,Maharashtra,101.04,108.44,792.05,3728.92
2021-07-22 0:00:00,Gujarat,98.98,102.78,832.61,3504.63
2021-07-22 0:00:00,Tamil Nadu,99.6,104.63,764.82,3592.17
2021-07-22 0:00:00,Karnataka,98.24,106.36,788.45,4395.62
2021-07-22 0:00:00,Rajasthan,101.3,107.56,768.08,4384
2021-07-23 0:00:00,Maharashtra,100.91,105.37,750.58,3717.29
2021-07-23 0:00:00,Gujarat,97.88,105.88,799.67,4351.85
2021-07-23 0:00:00,Tamil Nadu,99.94,106.68,808.57,4175.11
2021-07-23 0:00:00,Karnataka,100.61,104.93,751.72,3895.91
2021-07-23 0:00:00,Rajasthan,100.91,107.48,763.07,3461.86
2021-07-24 0:00:00,Maharashtra,99.25,105.77,821.96,4229.44
2021-07-24 0:00:00,Gujarat,101.68,108.55,781.67,3654.4
2021-07-24 0:00:00,Tamil Nadu,99.6,103.62,811.44,3798.18
2021-07-24 0:00:00,Karnataka,100.46,103.48,794.53,4278.76
2021-07-24 0:00:00,Rajasthan,101.67,104.73,822.15,4197.58
2021-07-25 0:00:00,Maharashtra,99.15,108.25,772.67,3713.17
2021-07-25 0:00:00,Gujarat,99.65,105.67,835.76,3781.55
2021-07-25 0:00:00,Tamil Nadu,98.4,103.27,758.04,4142.76
2021-07-25 0:00:00,Karnataka,100.41,104.35,838.48,3559.77
2021-07-25 0:00:00,Rajasthan,99.6,105.27,825.1,3434.62
2021-07-26 0:00:00,Maharashtra,101.62,102.66,823.42,4249.71
2021-07-26 0:00:00,Gujarat,100.15,103.96,754.45,4294.31
2021-07-26 0:00:00,Tamil Nadu,101.35,107.78,753.62,3719.98
2021-07-26 0:00:00,Karnataka,98.81,106.96,806.35,3735.9
2021-07-26 0:00:00,Rajasthan,99.72,105.85,768.9,4022.27
2021-07-27 0:00:00,Maharashtra,100.55,108.41,768.38,3928.55
2021-07-27 0:00:00,Gujarat,99.33,105.18,829.74,4317.78
2021-07-27 0:00:00,Tamil Nadu,100.33,103.79,799.55,4544.63
2021-07-27 0:00:00,Karnataka,100.31,104.08,750.19,4522.85
2021-07-27 0:00:00,Rajasthan,101.54,102.69,830.52,3763.39
2021-07-28 0:00:00,Maharashtra,98.83,104.09,838.14,3438.63
2021-07-28 0:00:00,Gujarat,100.09,106.97,787.1,3416.3
2021-07-28 0:00:00,Tamil Nadu,98.64,108.18,762.35,3625.05
2021-07-28 0:00:00,Karnataka,98,102.8,838.39,3846.91
2021-07-28 0:00:00,Rajasthan,100.31,107.59,760.55,3606.36
2021-07-29 0:00:00,Maharashtra,98.05,105.44,762.86,4085.04
2021-07-29 0:00:00,Gujarat,97.85,106.78,762.94,3688.94
2021-07-29 0:00:00,Tamil Nadu,97.8,102.58,847.47,4453.68
2021-07-29 0:00:00,Karnataka,99.09,103.31,771.77,4586.41
2021-07-29 0:00:00,Rajasthan,97.66,107.19,839.26,3514.22
2021-07-30 0:00:00,Maharashtra,100.65,108.05,762.66,3476.61
2021-07-30 0:00:00,Gujarat,99.54,105.5,790.25,4301.39
2021-07-30 0:00:00,Tamil Nadu,98.46,103.73,811.24,4147.37
2021-07-30 0:00:00,Karnataka,99.21,104.17,781.76,4155.49
2021-07-30 0:00:00,Rajasthan,98.46,102.56,829.25,3906.51
2021-07-31 0:00:00,Maharashtra,99.66,106.97,761.82,4215.42
2021-07-31 0:00:00,Gujarat,100.31,106.48,776.64,3401.18
2021-07-31 0:00:00,Tamil Nadu,99.54,104.12,788.85,3698.4
2021-07-31 0:00:00,Karnataka,98.54,102.99,816.58,3734.03
2021-07-31 0:00:00,Rajasthan,97.9,104.53,849.44,4203.44
2021-08-01 0:00:00,Maharashtra,98.14,107.62,811.09,4529.22
2021-08-01 0:00:00,Gujarat,98.39,108.03,791.78,3585.07
2021-08-01 0:00:00,Tamil Nadu,100.91,105.23,756.14,4387.63
2021-08-01 0:00:00,Karnataka,99.85,103.51,809.51,4473.56
2021-08-01 0:00:00,Rajasthan,100.57,103.53,791.8,3754.18
2021-08-02 0:00:00,Maharashtra,99.61,108.26,816.57,3580.28
2021-08-02 0:00:00,Gujarat,99.03,105.01,771.78,3486.87
2021-08-02 0:00:00,Tamil Nadu,100.78,107.38,753.41,4076.26
2021-08-02 0:00:00,Karnataka,98.31,104.94,825.86,3573.62
2021-08-02 0:00:00,Rajasthan,97.65,105.34,764.78,4270.6
2021-08-03 0:00:00,Maharashtra,97.44,106.26,818.8,3697.45
2021-08-03 0:00:00,Gujarat,98.66,103.06,840.04,3482.63
2021-08-03 0:00:00,Tamil Nadu,99.07,106.74,832.95,3880.17
2021-08-03 0:00:00,Karnataka,99.27,105.73,816.58,3450.82
2021-08-03 0:00:00,Rajasthan,100.88,106.34,757.78,4098.12
2021-08-04 0:00:00,Maharashtra,98.06,105.77,811.38,4000.23
2021-08-04 0:00:00,Gujarat,98.8,103.75,772.78,3414.9
2021-08-04 0:00:00,Tamil Nadu,100.92,105.98,798.78,4434.08
2021-08-04 0:00:00,Karnataka,97.74,105.3,798.72,3411.7
2021-08-04 0:00:00,Rajasthan,100.95,106.45,826.44,4253.1
2021-08-05 0:00:00,Maharashtra,97.76,106.69,797.1,3954.57
2021-08-05 0:00:00,Gujarat,98.73,108.03,799.85,4534.54
2021-08-05 0:00:00,Tamil Nadu,97.61,105.66,836.51,4252.51
2021-08-05 0:00:00,Karnataka,98.41,107.21,798.99,3717.51
2021-08-05 0:00:00,Rajasthan,100.24,107.76,814.88,3919.06
2021-08-06 0:00:00,Maharashtra,98.52,108.2,812.03,4016.64
2021-08-06 0:00:00,Gujarat,100.51,103.63,830.51,4017.65
2021-08-06 0:00:00,Tamil Nadu,98.13,105.73,847.31,4199.13
2021-08-06 0:00:00,Karnataka,99.32,102.66,806.06,4098.23
2021-08-06 0:00:00,Rajasthan,98.2,107.68,829,3760.95
2021-08-07 0:00:00,Maharashtra,100.29,104.98,834.91,4546.63
2021-08-07 0:00:00,Gujarat,99.98,107.87,839.4,3867.27
2021-08-07 0:00:00,Tamil Nadu,99.89,105.24,782.29,4305.31
2021-08-07 0:00:00,Karnataka,98.46,103.99,838.22,4217.41
2021-08-07 0:00:00,Rajasthan,100.9,108.08,800.56,4261.66
2021-08-08 0:00:00,Maharashtra,99.44,104.8,836.5,3493
2021-08-08 0:00:00,Gujarat,98.99,105.48,828.63,4280.96
2021-08-08 0:00:00,Tamil Nadu,98.92,108.21,823.74,3509.63
2021-08-08 0:00:00,Karnataka,99.78,105.95,822.54,4110.88
2021-08-08 0:00:00,Rajasthan,98.82,107.51,845.73,3785.08
2021-08-09 0:00:00,Maharashtra,98.76,105.7,755.19,3995.83
2021-08-09 0:00:00,Gujarat,99.23,107.5,849.29,3466.76
2021-08-09 0:00:00,Tamil Nadu,98.69,106.68,769.82,3702.41
2021-08-09 0:00:00,Karnataka,99.36,104.37,781.46,4427.71
2021-08-09 0:00:00,Rajasthan,98,106.81,750.9,4560.83
2021-08-10 0:00:00,Maharashtra,99.66,108.05,832.6,4008.88
2021-08-10 0:00:00,Gujarat,100.68,106.21,822.36,4324.53
2021-08-10 0:00:00,Tamil Nadu,99.32,102.47,803.6,3770.77
2021-08-10 0:00:00,Karnataka,98.9,107.39,820.58,4269.18
2021-08-10 0:00:00,Rajasthan,99.08,106.72,816.23,3815.13
2021-08-11 0:00:00,Maharashtra,99.52,107.33,750.57,4413.42
2021-08-11 0:00:00,Gujarat,97.3,103.25,795.93,3424.94
2021-08-11 0:00:00,Tamil Nadu,100.17,104.29,812.05,3441.66
2021-08-11 0:00:00,Karnataka,97.06,103.74,822.8,4346.87
2021-08-11 0:00:00,Rajasthan,98.74,103.4,775.15,3736.94
2021-08-12 0:00:00,Maharashtra,99.23,105.16,760.05,3753.46
2021-08-12 0:00:00,Gujarat,98.32,103.86,831.96,3402.39
2021-08-12 0:00:00,Tamil Nadu,100.41,106.66,799.32,4034.45
2021-08-12 0:00:00,Karnataka,99.43,103.33,762.21,4386.33
2021-08-12 0:00:00,Rajasthan,100.65,102.92,756.25,3566.69
2021-08-13 0:00:00,Maharashtra,97.2,105.89,764.71,4448.3
2021-08-13 0:00:00,Gujarat,99.94,108,836.25,4478.02
2021-08-13 0:00:00,Tamil Nadu,97.2,103.32,802.47,4362.98
2021-08-13 0:00:00,Karnataka,99.53,106.81,776.69,4393.6
2021-08-13 0:00:00,Rajasthan,98.18,105.97,805.05,3706.24
2021-08-14 0:00:00,Maharashtra,99.34,107.85,757.53,4145.48
2021-08-14 0:00:00,Gujarat,98.93,106.51,779.21,3769.32
2021-08-14 0:00:00,Tamil Nadu,97.19,106.18,822.78,4362.14
2021-08-14 0:00:00,Karnataka,97.61,106.88,764.68,4363.84
2021-08-14 0:00:00,Rajasthan,99.51,102.71,828.83,3594.98
2021-08-15 0:00:00,Maharashtra,98.28,107.78,820.96,4270.43
2021-08-15 0:00:00,Gujarat,98.5,102.39,830.46,3611.04
2021-08-15 0:00:00,Tamil Nadu,97.93,106.36,778.37,4082.61
2021-08-15 0:00:00,Karnataka,98.34,105.59,792.63,4268.41
2021-08-15 0:00:00,Rajasthan,99.57,106.4,793.87,4144.97
2021-08-16 0:00:00,Maharashtra,98.85,106.23,838.12,4584.91
2021-08-16 0:00:00,Gujarat,100.12,104.12,834.24,4356.72
2021-08-16 0:00:00,Tamil Nadu,98.14,103.57,777.25,4431.05
2021-08-16 0:00:00,Karnataka,96.51,104.62,765.23,3964.8
2021-08-16 0:00:00,Rajasthan,98.12,107.41,815.79,3851.44
2021-08-17 0:00:00,Maharashtra,100.1,102.71,799.42,4048.19
2021-08-17 0:00:00,Gujarat,100.24,105.59,761.81,3905.9
2021-08-17 0:00:00,Tamil Nadu,100.28,103.01,752.6,4206.2
2021-08-17 0:00:00,Karnataka,96.78,104.47,805.52,4392.07
2021-08-17 0:00:00,Rajasthan,97.87,103.69,794.45,3865.49
2021-08-18 0:00:00,Maharashtra,100.15,105.72,752.42,3509.71
2021-08-18 0:00:00,Gujarat,97.81,105.56,751.83,4511.37
2021-08-18 0:00:00,Tamil Nadu,99.84,103.49,750.82,4354.23
2021-08-18 0:00:00,Karnataka,97.96,103.16,823.75,3911.63
2021-08-18 0:00:00,Rajasthan,98.77,106.07,788.17,4357.48
2021-08-19 0:00:00,Maharashtra,97.55,104.43,776.37,4075.65
2021-08-19 0:00:00,Gujarat,96.36,105.76,776.09,4011.57
2021-08-19 0:00:00,Tamil Nadu,97.69,104.56,797.24,4016.84
2021-08-19 0:00:00,Karnataka,97.06,102.97,790.72,4307.8
2021-08-19 0:00:00,Rajasthan,99.04,103.9,808.9,3583.69
2021-08-20 0:00:00,Maharashtra,96.92,107.3,848.77,3603.83
2021-08-20 0:00:00,Gujarat,99.96,107.45,836.27,3976.65
2021-08-20 0:00:00,Tamil Nadu,96.75,103.27,771.41,4316.3
2021-08-20 0:00:00,Karnataka,97.34,106.99,766.72,4214.4
2021-08-20 0:00:00,Rajasthan,98.76,106.38,829.52,4274.02
2021-08-21 0:00:00,Maharashtra,97.53,107.44,817.21,3819.5
2021-08-21 0:00:00,Gujarat,96.24,107.12,785.54,4276.78
2021-08-21 0:00:00,Tamil Nadu,99.14,106.29,784.72,4309.03
2021-08-21 0:00:00,Karnataka,96.72,104.11,849.16,3762.81
2021-08-21 0:00:00,Rajasthan,96.94,106.32,773.08,4023.42
2021-08-22 0:00:00,Maharashtra,97.45,102.75,752.59,3743.86
2021-08-22 0:00:00,Gujarat,99.09,105.24,766.17,3691.04
2021-08-22 0:00:00,Tamil Nadu,98.87,106.39,833.27,4072.69
2021-08-22 0:00:00,Karnataka,98.49,104.08,828.89,3615.61
2021-08-22 0:00:00,Rajasthan,96.44,105.07,766.07,4329.78
2021-08-23 0:00:00,Maharashtra,97.91,103.97,833.52,4572.8
2021-08-23 0:00:00,Gujarat,99.69,104.45,839.9,3491.26
2021-08-23 0:00:00,Tamil Nadu,97.56,102.27,815.03,3743.76
2021-08-23 0:00:00,Karnataka,99.43,103.83,831.96,4297.87
2021-08-23 0:00:00,Rajasthan,98.86,104.89,750.22,3711.46
2021-08-24 0:00:00,Maharashtra,99.35,106.11,778.89,4469.95
2021-08-24 0:00:00,Gujarat,99.84,107.92,802.38,4038.07
2021-08-24 0:00:00,Tamil Nadu,97.54,104.29,819.75,4563.55
2021-08-24 0:00:00,Karnataka,97.57,104.84,829.16,4143.68
2021-08-24 0:00:00,Rajasthan,98.32,102.61,771.97,3424.3
2021-08-25 0:00:00,Maharashtra,99.94,107.68,759.66,3850.97
2021-08-25 0:00:00,Gujarat,98.66,107.96,841.52,4245.21
2021-08-25 0:00:00,Tamil Nadu,98.77,103.06,843.61,3692.87
2021-08-25 0:00:00,Karnataka,99.18,107.95,849.28,4199.47
2021-08-25 0:00:00,Rajasthan,99.02,107.26,819.25,3848.23
2021-08-26 0:00:00,Maharashtra,97.29,103.34,762.35,3655.75
2021-08-26 0:00:00,Gujarat,97.65,103.48,846.89,4555.38
2021-08-26 0:00:00,Tamil Nadu,97.7,105.92,760.85,4159.21
2021-08-26 0:00:00,Karnataka,98.69,106.38,815.56,4439.83
2021-08-26 0:00:00,Rajasthan,98.94,104.97,793.43,4523.75
2021-08-27 0:00:00,Maharashtra,99.8,106.32,754.16,4473.05
2021-08-27 0:00:00,Gujarat,96.66,107.64,829.23,3869.91
2021-08-27 0:00:00,Tamil Nadu,96.35,106.15,805.52,3484.55
2021-08-27 0:00:00,Karnataka,97.98,102.63,752.72,4239.25
2021-08-27 0:00:00,Rajasthan,98.59,106.89,773.1,4049.14
2021-08-28 0:00:00,Maharashtra,98.99,103.26,847.45,4175.02
2021-08-28 0:00:00,Gujarat,99.12,103.54,796.34,4160.01
2021-08-28 0:00:00,Tamil Nadu,97.45,106.29,846.99,3694.22
2021-08-28 0:00:00,Karnataka,96.32,106.13,838.93,4530.63
2021-08-28 0:00:00,Rajasthan,96.05,103.89,792.18,3484.29
2021-08-29 0:00:00,Maharashtra,96.09,105.04,799.82,3745.36
2021-08-29 0:00:00,Gujarat,96.22,105.98,804.82,3648.99
2021-08-29 0:00:00,Tamil Nadu,99.43,105.85,766.46,3883.71
2021-08-29 0:00:00,Karnataka,98.4,103.28,788.46,3710.1
2021-08-29 0:00:00,Rajasthan,97.42,106.96,770.06,3855.66
2021-08-30 0:00:00,Maharashtra,97.88,105.81,837.77,3777.74
2021-08-30 0:00:00,Gujarat,95.72,105.57,775.23,4093.51
2021-08-30 0:00:00,Tamil Nadu,96.01,104.92,808.17,4220.03
2021-08-30 0:00:00,Karnataka,98.3,103.78,795.84,4538.9
2021-08-30 0:00:00,Rajasthan,98.84,105.36,825.59,3504.88
2021-08-31 0:00:00,Maharashtra,96.59,103.14,756.68,4383.09
2021-08-31 0:00:00,Gujarat,97.56,103.36,846.07,3949.8
2021-08-31 0:00:00,Tamil Nadu,97.11,103.47,778.74,3999.58
2021-08-31 0:00:00,Karnataka,98.63,106.4,829.2,3421.96
2021-08-31 0:00:00,Rajasthan,99.46,104.24,806.96,3660.72
2021-09-01 0:00:00,Maharashtra,96.99,107.05,840.51,4197.6
2021-09-01 0:00:00,Gujarat,97.35,103.47,777.09,4582.77
2021-09-01 0:00:00,Tamil Nadu,96.67,102.25,787.28,4007.72
2021-09-01 0:00:00,Karnataka,97.67,105.35,827.42,3725.43
2021-09-01 0:00:00,Rajasthan,97.27,107.11,762.41,3816.68
2021-09-02 0:00:00,Maharashtra,97.64,104.23,755.19,4405.09
2021-09-02 0:00:00,Gujarat,97.39,102.99,813.78,4411.37
2021-09-02 0:00:00,Tamil Nadu,97.44,103.08,786.16,3757.38
2021-09-02 0:00:00,Karnataka,96.7,105.06,821.41,3849.46
2021-09-02 0:00:00,Rajasthan,98.15,106.02,785,3512.53
2021-09-03 0:00:00,Maharashtra,96.73,103.97,823.89,4182.47
2021-09-03 0:00:00,Gujarat,97.96,104.17,788.19,4562.75
2021-09-03 0:00:00,Tamil Nadu,97.03,103.49,811.07,3851.14
2021-09-03 0:00:00,Karnataka,96.38,106.51,809.52,3622.57
2021-09-03 0:00:00,Rajasthan,98.4,106.11,849.36,3817.16
2021-09-04 0:00:00,Maharashtra,98.76,106.56,836.69,4107.46
2021-09-04 0:00:00,Gujarat,98.2,102.25,789.93,3574.77
2021-09-04 0:00:00,Tamil Nadu,97.23,102.34,845.91,4150.09
2021-09-04 0:00:00,Karnataka,97.86,107.14,774.2,3710.8
2021-09-04 0:00:00,Rajasthan,97.41,107.66,770.08,3487.27
2021-09-05 0:00:00,Maharashtra,98.13,103.24,821.7,3994.75
2021-09-05 0:00:00,Gujarat,96.28,103.35,841.26,4113.56
2021-09-05 0:00:00,Tamil Nadu,98.65,106.94,814.21,3676.39
2021-09-05 0:00:00,Karnataka,96.95,106.66,829.79,4023.06
2021-09-05 0:00:00,Rajasthan,98.13,103.45,823.72,3670.98
2021-09-06 0:00:00,Maharashtra,98.32,105.41,800.26,3951.58
2021-09-06 0:00:00,Gujarat,99.29,106.19,816.2,3630.35
2021-09-06 0:00:00,Tamil Nadu,98.21,103.8,782.87,4105.85
2021-09-06 0:00:00,Karnataka,98.8,106.39,765.09,3763.95
2021-09-06 0:00:00,Rajasthan,95.61,107.66,810.52,3930.73
2021-09-07 0:00:00,Maharashtra,98.78,107.9,784.81,3448.28
2021-09-07 0:00:00,Gujarat,98.47,107.51,792.29,3476.89
2021-09-07 0:00:00,Tamil Nadu,95.99,106.93,848.12,3559.4
2021-09-07 0:00:00,Karnataka,95.8,104.2,798.5,3627.6
2021-09-07 0:00:00,Rajasthan,95.66,104.77,788.02,4519.19
2021-09-08 0:00:00,Maharashtra,98.2,107.43,755.76,4414.02
2021-09-08 0:00:00,Gujarat,97.58,105.42,776.13,3906.43
2021-09-08 0:00:00,Tamil Nadu,96.43,106.99,760.98,3547.9
2021-09-08 0:00:00,Karnataka,98.88,104.57,816.98,4537.24
2021-09-08 0:00:00,Rajasthan,97.92,107.54,819.17,4533.24
2021-09-09 0:00:00,Maharashtra,95.67,106.32,794.72,3646.1
2021-09-09 0:00:00,Gujarat,97.53,106.62,785.19,3944.47
2021-09-09 0:00:00,Tamil Nadu,97.71,104.33,823.5,4139.72
2021-09-09 0:00:00,Karnataka,98.55,104.24,789.26,4290.36
2021-09-09 0:00:00,Rajasthan,95.94,103.44,755,3811.27
2021-09-10 0:00:00,Maharashtra,95.34,103.67,770.21,4019.58
2021-09-10 0:00:00,Gujarat,98.61,105.81,792.74,4141.46
2021-09-10 0:00:00,Tamil Nadu,95.98,103.41,772.62,4019.71
2021-09-10 0:00:00,Karnataka,96.9,103.48,772.91,4339.08
2021-09-10 0:00:00,Rajasthan,98.95,103.92,806.97,3529.54
2021-09-11 0:00:00,Maharashtra,97.68,105.57,825.51,3465.95
2021-09-11 0:00:00,Gujarat,95.63,107.25,750.61,4357.4
2021-09-11 0:00:00,Tamil Nadu,97.36,104,797.86,3782.23
2021-09-11 0:00:00,Karnataka,95.61,107.16,797.25,3934.5
2021-09-11 0:00:00,Rajasthan,96.13,106.78,784.44,3743.19
2021-09-12 0:00:00,Maharashtra,98.87,102.05,790.25,3497.5
2021-09-12 0:00:00,Gujarat,95.16,107.75,788.46,3726.93
2021-09-12 0:00:00,Tamil Nadu,97.14,107.44,845.65,4128.85
2021-09-12 0:00:00,Karnataka,98.44,103.69,805.03,3895.8
2021-09-12 0:00:00,Rajasthan,95.85,106.21,820.97,4150.27
2021-09-13 0:00:00,Maharashtra,98.2,102.4,771.99,3440.24
2021-09-13 0:00:00,Gujarat,98.15,106.27,760.17,4078.55
2021-09-13 0:00:00,Tamil Nadu,98.05,105.48,802.49,4437.13
2021-09-13 0:00:00,Karnataka,97.92,105.41,807,4457.19
2021-09-13 0:00:00,Rajasthan,95.04,106.12,760.38,4248.25
2021-09-14 0:00:00,Maharashtra,98.2,104.75,807.45,3888.23
2021-09-14 0:00:00,Gujarat,96.07,104.28,788.42,3575
2021-09-14 0:00:00,Tamil Nadu,95.59,102.5,833.79,3695.98
2021-09-14 0:00:00,Karnataka,96.36,105.56,837.27,3758.25
2021-09-14 0:00:00,Rajasthan,96.52,102.68,828.1,3991.53
2021-09-15 0:00:00,Maharashtra,97.72,107.73,828.48,3975.86
2021-09-15 0:00:00,Gujarat,96.55,103.6,815.62,4165.62
2021-09-15 0:00:00,Tamil Nadu,94.99,104.7,759.53,3739.49
2021-09-15 0:00:00,Karnataka,98.83,103.24,833.11,3499.12
2021-09-15 0:00:00,Rajasthan,95.87,106.87,772.73,3437.22
2021-09-16 0:00:00,Maharashtra,98.58,104.94,754.15,3995.98
2021-09-16 0:00:00,Gujarat,96.99,104.76,826.81,3922.13
2021-09-16 0:00:00,Tamil Nadu,95.28,102.42,844.65,3750.7
2021-09-16 0:00:00,Karnataka,97.34,102.22,813.59,3621.01
2021-09-16 0:00:00,Rajasthan,95.71,106.69,790.63,3932.88
2021-09-17 0:00:00,Maharashtra,97.99,102.47,811.38,4319.92
2021-09-17 0:00:00,Gujarat,98.34,106.09,756.74,3844.93
2021-09-17 0:00:00,Tamil Nadu,96.36,102.28,799.24,4598.75
2021-09-17 0:00:00,Karnataka,95.46,106.96,755.04,4517.74
