Date,State,Peak_Load_MW,Base_Load_MW,Industrial_%,Residential_%,EV_Load_MW,Temperature,Demand_Growth_%
2020-11-28 0:00:00,Tamil Nadu,6429.4,4500.58,38,60,226.56,40,13.28
2020-11-28 0:00:00,Karnataka,5103.6,3572.52,41,52,226.56,37,13.28
2020-11-28 0:00:00,Rajasthan,4644.2,3250.94,36,55,226.56,21,13.28
2020-11-29 0:00:00,Maharashtra,6780.2,4746.14,50,44,226.64,33,13.32
2020-11-29 0:00:00,Gujarat,5585,3909.5,36,59,226.64,21,13.32
2020-11-29 0:00:00,Tamil Nadu,6087.6,4261.32,45,53,226.64,24,13.32
2020-11-29 0:00:00,Karnataka,5144.4,3601.08,42,50,226.64,17,13.32
2020-11-29 0:00:00,Rajasthan,4507.8,3155.46,40,43,226.64,40,13.32
2020-11-30 0:00:00,Maharashtra,6558.6,4591.02,38,44,226.72,35,13.36
2020-11-30 0:00:00,Gujarat,5784,4048.8,43,47,226.72,31,13.36
2020-11-30 0:00:00,Tamil Nadu,6119.8,4283.86,38,45,226.72,26,13.36
2020-11-30 0:00:00,Karnataka,4938.2,3456.74,50,52,226.72,35,13.36
2020-11-30 0:00:00,Rajasthan,4321.4,3024.98,43,52,226.72,23,13.36
2020-12-01 0:00:00,Maharashtra,5999.6,4199.72,50,47,226.8,26,13.4
2020-12-01 0:00:00,Gujarat,5217,3651.9,37,53,226.8,18,13.4
2020-12-01 0:00:00,Tamil Nadu,5517.3,3862.11,37,55,226.8,25,13.4
2020-12-01 0:00:00,Karnataka,4577.7,3204.39,43,56,226.8,16,13.4
2020-12-01 0:00:00,Rajasthan,4274.4,2992.08,37,42,226.8,20,13.4
2020-12-02 0:00:00,Maharashtra,6061.76,4243.23,37,41,226.88,16,13.44
2020-12-02 0:00:00,Gujarat,5268.8,3688.16,37,59,226.88,42,13.44
2020-12-02 0:00:00,Tamil Nadu,5507.28,3855.1,35,53,226.88,32,13.44
2020-12-02 0:00:00,Karnataka,4539.32,3177.52,47,49,226.88,34,13.44
2020-12-02 0:00:00,Rajasthan,4060.84,2842.59,38,53,226.88,21,13.44
2020-12-03 0:00:00,Maharashtra,6235.92,4365.14,41,44,226.96,39,13.48
2020-12-03 0:00:00,Gujarat,5269.6,3688.72,42,40,226.96,21,13.48
2020-12-03 0:00:00,Tamil Nadu,5590.26,3913.18,40,47,226.96,20,13.48
2020-12-03 0:00:00,Karnataka,4547.94,3183.56,35,42,226.96,25,13.48
2020-12-03 0:00:00,Rajasthan,3846.28,2692.4,41,60,226.96,20,13.48
2020-12-04 0:00:00,Maharashtra,6377.08,4463.96,48,51,227.04,40,13.52
2020-12-04 0:00:00,Gujarat,5122.4,3585.68,44,47,227.04,45,13.52
2020-12-04 0:00:00,Tamil Nadu,5423.24,3796.27,47,57,227.04,20,13.52
2020-12-04 0:00:00,Karnataka,4374.56,3062.19,45,59,227.04,35,13.52
2020-12-04 0:00:00,Rajasthan,4232.72,2962.9,41,43,227.04,27,13.52
2020-12-05 0:00:00,Maharashtra,6279.24,4395.47,48,44,227.12,43,13.56
2020-12-05 0:00:00,Gujarat,5137.2,3596.04,38,51,227.12,27,13.56
2020-12-05 0:00:00,Tamil Nadu,5556.22,3889.35,42,40,227.12,35,13.56
2020-12-05 0:00:00,Karnataka,4526.18,3168.33,39,42,227.12,22,13.56
2020-12-05 0:00:00,Rajasthan,3995.16,2796.61,48,49,227.12,43,13.56
2020-12-06 0:00:00,Maharashtra,6384.4,4469.08,35,56,227.2,44,13.6
2020-12-06 0:00:00,Gujarat,5141,3598.7,35,53,227.2,45,13.6
2020-12-06 0:00:00,Tamil Nadu,5567.2,3897.04,39,52,227.2,18,13.6
2020-12-06 0:00:00,Karnataka,4677.8,3274.46,48,59,227.2,20,13.6
2020-12-06 0:00:00,Rajasthan,3862.6,2703.82,44,43,227.2,16,13.6
2020-12-07 0:00:00,Maharashtra,6312.56,4418.79,47,55,227.28,42,13.64
2020-12-07 0:00:00,Gujarat,5080.8,3556.56,38,45,227.28,28,13.64
2020-12-07 0:00:00,Tamil Nadu,5399.18,3779.43,43,49,227.28,18,13.64
2020-12-07 0:00:00,Karnataka,4734.42,3314.09,42,52,227.28,44,13.64
2020-12-07 0:00:00,Rajasthan,3898.04,2728.63,39,49,227.28,45,13.64
2020-12-08 0:00:00,Maharashtra,6027.72,4219.4,42,54,227.36,30,13.68
2020-12-08 0:00:00,Gujarat,5290.6,3703.42,44,47,227.36,39,13.68
2020-12-08 0:00:00,Tamil Nadu,5698.16,3988.71,36,52,227.36,41,13.68
2020-12-08 0:00:00,Karnataka,4406.04,3084.23,39,50,227.36,36,13.68
2020-12-08 0:00:00,Rajasthan,3931.48,2752.04,45,49,227.36,34,13.68
2020-12-09 0:00:00,Maharashtra,6315.88,4421.12,44,42,227.44,22,13.72
2020-12-09 0:00:00,Gujarat,5013.4,3509.38,48,54,227.44,41,13.72
2020-12-09 0:00:00,Tamil Nadu,5500.14,3850.1,35,40,227.44,44,13.72
2020-12-09 0:00:00,Karnataka,4440.66,3108.46,40,57,227.44,18,13.72
2020-12-09 0:00:00,Rajasthan,4077.92,2854.54,44,46,227.44,29,13.72
2020-12-10 0:00:00,Maharashtra,6295.04,4406.53,38,40,227.52,28,13.76
2020-12-10 0:00:00,Gujarat,5003.2,3502.24,39,55,227.52,29,13.76
2020-12-10 0:00:00,Tamil Nadu,5400.12,3780.08,47,45,227.52,30,13.76
2020-12-10 0:00:00,Karnataka,4509.28,3156.5,46,47,227.52,23,13.76
2020-12-10 0:00:00,Rajasthan,4179.36,2925.55,46,46,227.52,22,13.76
2020-12-11 0:00:00,Maharashtra,6209.2,4346.44,43,44,227.6,45,13.8
2020-12-11 0:00:00,Gujarat,5284,3698.8,40,55,227.6,42,13.8
2020-12-11 0:00:00,Tamil Nadu,5610.1,3927.07,37,55,227.6,44,13.8
2020-12-11 0:00:00,Karnataka,4575.9,3203.13,43,50,227.6,26,13.8
2020-12-11 0:00:00,Rajasthan,3938.8,2757.16,36,60,227.6,29,13.8
2020-12-12 0:00:00,Maharashtra,6315.36,4420.75,37,50,227.68,41,13.84
2020-12-12 0:00:00,Gujarat,5149.8,3604.86,41,57,227.68,18,13.84
2020-12-12 0:00:00,Tamil Nadu,5859.08,4101.36,36,45,227.68,27,13.84
2020-12-12 0:00:00,Karnataka,4835.52,3384.86,46,47,227.68,22,13.84
2020-12-12 0:00:00,Rajasthan,4344.24,3040.97,38,40,227.68,33,13.84
2020-12-13 0:00:00,Maharashtra,5925.52,4147.86,46,60,227.76,25,13.88
2020-12-13 0:00:00,Gujarat,5188.6,3632.02,47,56,227.76,37,13.88
2020-12-13 0:00:00,Tamil Nadu,5789.06,4052.34,43,42,227.76,27,13.88
2020-12-13 0:00:00,Karnataka,4698.14,3288.7,44,55,227.76,24,13.88
2020-12-13 0:00:00,Rajasthan,4230.68,2961.48,37,51,227.76,19,13.88
2020-12-14 0:00:00,Maharashtra,6287.68,4401.38,39,50,227.84,37,13.92
2020-12-14 0:00:00,Gujarat,5367.4,3757.18,44,56,227.84,45,13.92
2020-12-14 0:00:00,Tamil Nadu,5825.04,4077.53,38,45,227.84,19,13.92
2020-12-14 0:00:00,Karnataka,4796.76,3357.73,46,60,227.84,45,13.92
2020-12-14 0:00:00,Rajasthan,4306.12,3014.28,37,40,227.84,21,13.92
2020-12-15 0:00:00,Maharashtra,6375.84,4463.09,37,55,227.92,17,13.96
2020-12-15 0:00:00,Gujarat,5319.2,3723.44,50,55,227.92,41,13.96
2020-12-15 0:00:00,Tamil Nadu,5470.02,3829.01,43,54,227.92,29,13.96
2020-12-15 0:00:00,Karnataka,4707.38,3295.17,38,56,227.92,33,13.96
2020-12-15 0:00:00,Rajasthan,3878.56,2714.99,43,52,227.92,23,13.96
2020-12-16 0:00:00,Maharashtra,6346,4442.2,49,59,228,42,14
2020-12-16 0:00:00,Gujarat,4885,3419.5,49,41,228,27,14
2020-12-16 0:00:00,Tamil Nadu,5628,3939.6,35,46,228,37,14
2020-12-16 0:00:00,Karnataka,4425,3097.5,39,57,228,38,14
2020-12-16 0:00:00,Rajasthan,4271,2989.7,40,53,228,22,14
2020-12-17 0:00:00,Maharashtra,6038.16,4226.71,46,52,228.08,39,14.04
2020-12-17 0:00:00,Gujarat,5350.8,3745.56,44,58,228.08,45,14.04
2020-12-17 0:00:00,Tamil Nadu,5572.98,3901.09,37,58,228.08,30,14.04
2020-12-17 0:00:00,Karnataka,4743.62,3320.53,37,49,228.08,18,14.04
2020-12-17 0:00:00,Rajasthan,4236.44,2965.51,40,52,228.08,17,14.04
2020-12-18 0:00:00,Maharashtra,6059.32,4241.52,38,56,228.16,27,14.08
2020-12-18 0:00:00,Gujarat,5238.6,3667.02,35,51,228.16,43,14.08
2020-12-18 0:00:00,Tamil Nadu,5455.96,3819.17,48,46,228.16,24,14.08
2020-12-18 0:00:00,Karnataka,4477.24,3134.07,39,54,228.16,27,14.08
2020-12-18 0:00:00,Rajasthan,4007.88,2805.52,42,49,228.16,40,14.08
2020-12-19 0:00:00,Maharashtra,6089.48,4262.64,46,60,228.24,17,14.12
2020-12-19 0:00:00,Gujarat,5247.4,3673.18,47,47,228.24,16,14.12
2020-12-19 0:00:00,Tamil Nadu,5890.94,4123.66,43,55,228.24,19,14.12
2020-12-19 0:00:00,Karnataka,4422.86,3096,50,54,228.24,37,14.12
2020-12-19 0:00:00,Rajasthan,4152.32,2906.62,45,43,228.24,29,14.12
2020-12-20 0:00:00,Maharashtra,6105.64,4273.95,45,55,228.32,16,14.16
2020-12-20 0:00:00,Gujarat,5347.2,3743.04,36,60,228.32,37,14.16
2020-12-20 0:00:00,Tamil Nadu,5488.92,3842.24,36,52,228.32,34,14.16
2020-12-20 0:00:00,Karnataka,4554.48,3188.14,36,48,228.32,22,14.16
2020-12-20 0:00:00,Rajasthan,4288.76,3002.13,49,51,228.32,45,14.16
2020-12-21 0:00:00,Maharashtra,6281.8,4397.26,44,58,228.4,45,14.2
2020-12-21 0:00:00,Gujarat,5388,3771.6,38,46,228.4,34,14.2
2020-12-21 0:00:00,Tamil Nadu,5535.9,3875.13,41,43,228.4,41,14.2
2020-12-21 0:00:00,Karnataka,4861.1,3402.77,36,49,228.4,20,14.2
2020-12-21 0:00:00,Rajasthan,4222.2,2955.54,43,60,228.4,28,14.2
2020-12-22 0:00:00,Maharashtra,6095.96,4267.17,43,43,228.48,39,14.24
2020-12-22 0:00:00,Gujarat,5293.8,3705.66,44,49,228.48,37,14.24
2020-12-22 0:00:00,Tamil Nadu,5472.88,3831.02,47,51,228.48,28,14.24
2020-12-22 0:00:00,Karnataka,4553.72,3187.6,49,54,228.48,42,14.24
2020-12-22 0:00:00,Rajasthan,4216.64,2951.65,42,58,228.48,19,14.24
2020-12-23 0:00:00,Maharashtra,6151.12,4305.78,35,41,228.56,44,14.28
2020-12-23 0:00:00,Gujarat,5206.6,3644.62,37,44,228.56,39,14.28
2020-12-23 0:00:00,Tamil Nadu,5752.86,4027,35,45,228.56,16,14.28
2020-12-23 0:00:00,Karnataka,4732.34,3312.64,36,56,228.56,26,14.28
2020-12-23 0:00:00,Rajasthan,4026.08,2818.26,47,43,228.56,16,14.28
2020-12-24 0:00:00,Maharashtra,6370.28,4459.2,37,48,228.64,32,14.32
2020-12-24 0:00:00,Gujarat,5027.4,3519.18,43,54,228.64,38,14.32
2020-12-24 0:00:00,Tamil Nadu,5497.84,3848.49,39,59,228.64,22,14.32
2020-12-24 0:00:00,Karnataka,4696.96,3287.87,49,40,228.64,21,14.32
2020-12-24 0:00:00,Rajasthan,4096.52,2867.56,40,52,228.64,43,14.32
2020-12-25 0:00:00,Maharashtra,5936.44,4155.51,49,56,228.72,43,14.36
2020-12-25 0:00:00,Gujarat,5020.2,3514.14,50,58,228.72,32,14.36
2020-12-25 0:00:00,Tamil Nadu,5437.82,3806.47,44,51,228.72,39,14.36
2020-12-25 0:00:00,Karnataka,4775.58,3342.91,38,55,228.72,20,14.36
2020-12-25 0:00:00,Rajasthan,3977.96,2784.57,35,51,228.72,43,14.36
2020-12-26 0:00:00,Maharashtra,6320.6,4424.42,47,49,228.8,38,14.4
2020-12-26 0:00:00,Gujarat,5165,3615.5,44,42,228.8,35,14.4
2020-12-26 0:00:00,Tamil Nadu,5629.8,3940.86,39,40,228.8,30,14.4
2020-12-26 0:00:00,Karnataka,4466.2,3126.34,48,52,228.8,15,14.4
2020-12-26 0:00:00,Rajasthan,3951.4,2765.98,49,42,228.8,16,14.4
2020-12-27 0:00:00,Maharashtra,6275.76,4393.03,40,40,228.88,33,14.44
2020-12-27 0:00:00,Gujarat,5318.8,3723.16,38,41,228.88,20,14.44
2020-12-27 0:00:00,Tamil Nadu,5476.78,3833.75,44,59,228.88,35,14.44
2020-12-27 0:00:00,Karnataka,4863.82,3404.67,39,51,228.88,19,14.44
2020-12-27 0:00:00,Rajasthan,4364.84,3055.39,44,55,228.88,18,14.44
2020-12-28 0:00:00,Maharashtra,6040.92,4228.64,42,56,228.96,29,14.48
2020-12-28 0:00:00,Gujarat,4974.6,3482.22,39,47,228.96,41,14.48
2020-12-28 0:00:00,Tamil Nadu,5459.76,3821.83,40,53,228.96,39,14.48
2020-12-28 0:00:00,Karnataka,4882.44,3417.71,49,43,228.96,44,14.48
2020-12-28 0:00:00,Rajasthan,4036.28,2825.4,43,50,228.96,37,14.48
2020-12-29 0:00:00,Maharashtra,6335.08,4434.56,43,52,229.04,43,14.52
2020-12-29 0:00:00,Gujarat,5146.4,3602.48,50,47,229.04,43,14.52
2020-12-29 0:00:00,Tamil Nadu,5845.74,4092.02,48,59,229.04,34,14.52
2020-12-29 0:00:00,Karnataka,4424.06,3096.84,47,60,229.04,40,14.52
2020-12-29 0:00:00,Rajasthan,3878.72,2715.1,40,60,229.04,25,14.52
2020-12-30 0:00:00,Maharashtra,5996.24,4197.37,44,42,229.12,38,14.56
2020-12-30 0:00:00,Gujarat,5251.2,3675.84,37,43,229.12,45,14.56
2020-12-30 0:00:00,Tamil Nadu,5457.72,3820.4,38,52,229.12,30,14.56
2020-12-30 0:00:00,Karnataka,4433.68,3103.58,48,55,229.12,43,14.56
2020-12-30 0:00:00,Rajasthan,4228.16,2959.71,42,56,229.12,43,14.56
2020-12-31 0:00:00,Maharashtra,6170.4,4319.28,43,49,229.2,29,14.6
2020-12-31 0:00:00,Gujarat,5137,3595.9,48,59,229.2,23,14.6
2020-12-31 0:00:00,Tamil Nadu,5794.7,4056.29,45,49,229.2,19,14.6
2020-12-31 0:00:00,Karnataka,4767.3,3337.11,36,43,229.2,29,14.6
2020-12-31 0:00:00,Rajasthan,4139.6,2897.72,42,44,229.2,20,14.6
2021-01-01 0:00:00,Maharashtra,6230.56,4361.39,35,54,229.28,29,14.64
2021-01-01 0:00:00,Gujarat,5316.8,3721.76,44,52,229.28,36,14.64
2021-01-01 0:00:00,Tamil Nadu,5725.68,4007.98,35,58,229.28,23,14.64
2021-01-01 0:00:00,Karnataka,4682.92,3278.04,48,42,229.28,40,14.64
2021-01-01 0:00:00,Rajasthan,4050.04,2835.03,42,58,229.28,32,14.64
2021-01-02 0:00:00,Maharashtra,6369.72,4458.8,37,41,229.36,32,14.68
2021-01-02 0:00:00,Gujarat,5325.6,3727.92,49,45,229.36,33,14.68
2021-01-02 0:00:00,Tamil Nadu,5501.66,3851.16,43,49,229.36,18,14.68
2021-01-02 0:00:00,Karnataka,4438.54,3106.98,42,57,229.36,24,14.68
2021-01-02 0:00:00,Rajasthan,3906.48,2734.54,45,60,229.36,35,14.68
2021-01-03 0:00:00,Maharashtra,5976.88,4183.82,43,42,229.44,17,14.72
2021-01-03 0:00:00,Gujarat,5337.4,3736.18,46,60,229.44,33,14.72
2021-01-03 0:00:00,Tamil Nadu,5564.64,3895.25,40,55,229.44,22,14.72
2021-01-03 0:00:00,Karnataka,4669.16,3268.41,38,55,229.44,20,14.72
2021-01-03 0:00:00,Rajasthan,4244.92,2971.44,41,44,229.44,41,14.72
2021-01-04 0:00:00,Maharashtra,6275.04,4392.53,40,46,229.52,39,14.76
2021-01-04 0:00:00,Gujarat,5203.2,3642.24,42,44,229.52,38,14.76
2021-01-04 0:00:00,Tamil Nadu,5640.62,3948.43,36,59,229.52,20,14.76
2021-01-04 0:00:00,Karnataka,4555.78,3189.05,49,52,229.52,32,14.76
2021-01-04 0:00:00,Rajasthan,4085.36,2859.75,49,56,229.52,21,14.76
2021-01-05 0:00:00,Maharashtra,6112.2,4278.54,39,56,229.6,45,14.8
2021-01-05 0:00:00,Gujarat,5146,3602.2,39,51,229.6,25,14.8
2021-01-05 0:00:00,Tamil Nadu,5908.6,4136.02,48,60,229.6,23,14.8
2021-01-05 0:00:00,Karnataka,4758.4,3330.88,46,59,229.6,18,14.8
2021-01-05 0:00:00,Rajasthan,3913.8,2739.66,35,46,229.6,30,14.8
2021-01-06 0:00:00,Maharashtra,6334.36,4434.05,45,47,229.68,15,14.84
2021-01-06 0:00:00,Gujarat,5026.8,3518.76,40,50,229.68,18,14.84
2021-01-06 0:00:00,Tamil Nadu,5724.58,4007.21,39,45,229.68,21,14.84
2021-01-06 0:00:00,Karnataka,4478.02,3134.61,41,48,229.68,32,14.84
2021-01-06 0:00:00,Rajasthan,4360.24,3052.17,40,46,229.68,44,14.84
2021-01-07 0:00:00,Maharashtra,6056.52,4239.56,41,41,229.76,40,14.88
2021-01-07 0:00:00,Gujarat,5311.6,3718.12,50,59,229.76,28,14.88
2021-01-07 0:00:00,Tamil Nadu,5854.56,4098.19,49,58,229.76,21,14.88
2021-01-07 0:00:00,Karnataka,4418.64,3093.05,37,43,229.76,32,14.88
2021-01-07 0:00:00,Rajasthan,4089.68,2862.78,45,55,229.76,26,14.88
2021-01-08 0:00:00,Maharashtra,6130.68,4291.48,42,50,229.84,21,14.92
2021-01-08 0:00:00,Gujarat,5324.4,3727.08,38,58,229.84,33,14.92
2021-01-08 0:00:00,Tamil Nadu,5840.54,4088.38,35,42,229.84,16,14.92
2021-01-08 0:00:00,Karnataka,4591.26,3213.88,40,49,229.84,42,14.92
2021-01-08 0:00:00,Rajasthan,4359.12,3051.38,48,42,229.84,42,14.92
2021-01-09 0:00:00,Maharashtra,6198.84,4339.19,35,51,229.92,41,14.96
2021-01-09 0:00:00,Gujarat,5068.2,3547.74,46,42,229.92,16,14.96
2021-01-09 0:00:00,Tamil Nadu,5577.52,3904.26,38,48,229.92,41,14.96
2021-01-09 0:00:00,Karnataka,4427.88,3099.52,35,55,229.92,29,14.96
2021-01-09 0:00:00,Rajasthan,4138.56,2896.99,38,55,229.92,40,14.96
2021-01-10 0:00:00,Maharashtra,6002,4201.4,37,44,230,30,15
2021-01-10 0:00:00,Gujarat,5400,3780,40,51,230,36,15
2021-01-10 0:00:00,Tamil Nadu,5610.5,3927.35,46,41,230,28,15
2021-01-10 0:00:00,Karnataka,4808.5,3365.95,38,51,230,45,15
2021-01-10 0:00:00,Rajasthan,4364,3054.8,38,58,230,39,15
2021-01-11 0:00:00,Maharashtra,6158.16,4310.71,37,53,230.08,28,15.04
2021-01-11 0:00:00,Gujarat,5236.8,3665.76,44,51,230.08,43,15.04
2021-01-11 0:00:00,Tamil Nadu,5862.48,4103.74,44,56,230.08,36,15.04
2021-01-11 0:00:00,Karnataka,4784.12,3348.88,38,47,230.08,38,15.04
2021-01-11 0:00:00,Rajasthan,4249.44,2974.61,43,54,230.08,28,15.04
2021-01-12 0:00:00,Maharashtra,6169.32,4318.52,40,55,230.16,26,15.08
2021-01-12 0:00:00,Gujarat,5321.6,3725.12,46,49,230.16,32,15.08
2021-01-12 0:00:00,Tamil Nadu,5588.46,3911.92,50,40,230.16,37,15.08
2021-01-12 0:00:00,Karnataka,4430.74,3101.52,37,59,230.16,30,15.08
2021-01-12 0:00:00,Rajasthan,4389.88,3072.92,44,48,230.16,24,15.08
2021-01-13 0:00:00,Maharashtra,6193.48,4335.44,40,50,230.24,31,15.12
2021-01-13 0:00:00,Gujarat,5017.4,3512.18,40,53,230.24,33,15.12
2021-01-13 0:00:00,Tamil Nadu,5765.44,4035.81,40,54,230.24,28,15.12
2021-01-13 0:00:00,Karnataka,4627.36,3239.15,38,47,230.24,32,15.12
2021-01-13 0:00:00,Rajasthan,4217.32,2952.12,35,58,230.24,39,15.12
2021-01-14 0:00:00,Maharashtra,6397.64,4478.35,46,57,230.32,29,15.16
2021-01-14 0:00:00,Gujarat,5211.2,3647.84,46,43,230.32,28,15.16
2021-01-14 0:00:00,Tamil Nadu,5697.42,3988.19,35,51,230.32,40,15.16
2021-01-14 0:00:00,Karnataka,4582.98,3208.09,38,49,230.32,16,15.16
2021-01-14 0:00:00,Rajasthan,4385.76,3070.03,39,47,230.32,22,15.16
2021-01-15 0:00:00,Maharashtra,6128.8,4290.16,43,49,230.4,18,15.2
2021-01-15 0:00:00,Gujarat,5140,3598,39,45,230.4,16,15.2
2021-01-15 0:00:00,Tamil Nadu,5935.4,4154.78,36,57,230.4,27,15.2
2021-01-15 0:00:00,Karnataka,4840.6,3388.42,35,53,230.4,15,15.2
2021-01-15 0:00:00,Rajasthan,4358.2,3050.74,39,47,230.4,31,15.2
2021-01-16 0:00:00,Maharashtra,6274.96,4392.47,46,47,230.48,44,15.24
2021-01-16 0:00:00,Gujarat,4995.8,3497.06,49,41,230.48,35,15.24
2021-01-16 0:00:00,Tamil Nadu,5628.38,3939.87,49,49,230.48,42,15.24
2021-01-16 0:00:00,Karnataka,4728.22,3309.75,47,46,230.48,33,15.24
2021-01-16 0:00:00,Rajasthan,4385.64,3069.95,45,46,230.48,39,15.24
2021-01-17 0:00:00,Maharashtra,6471.12,4529.78,49,53,230.56,16,15.28
2021-01-17 0:00:00,Gujarat,5163.6,3614.52,49,46,230.56,40,15.28
2021-01-17 0:00:00,Tamil Nadu,5921.36,4144.95,47,42,230.56,39,15.28
2021-01-17 0:00:00,Karnataka,4914.84,3440.39,37,57,230.56,21,15.28
2021-01-17 0:00:00,Rajasthan,4251.08,2975.76,45,48,230.56,19,15.28
2021-01-18 0:00:00,Maharashtra,6031.28,4221.9,39,56,230.64,38,15.32
2021-01-18 0:00:00,Gujarat,5025.4,3517.78,48,48,230.64,28,15.32
2021-01-18 0:00:00,Tamil Nadu,5766.34,4036.44,47,60,230.64,35,15.32
2021-01-18 0:00:00,Karnataka,4656.46,3259.52,44,46,230.64,29,15.32
2021-01-18 0:00:00,Rajasthan,4072.52,2850.76,37,59,230.64,26,15.32
2021-01-19 0:00:00,Maharashtra,6438.44,4506.91,41,51,230.72,34,15.36
2021-01-19 0:00:00,Gujarat,5109.2,3576.44,35,53,230.72,31,15.36
2021-01-19 0:00:00,Tamil Nadu,5630.32,3941.22,44,59,230.72,25,15.36
2021-01-19 0:00:00,Karnataka,4770.08,3339.06,50,50,230.72,18,15.36
2021-01-19 0:00:00,Rajasthan,4352.96,3047.07,48,45,230.72,19,15.36
2021-01-20 0:00:00,Maharashtra,6343.6,4440.52,49,46,230.8,37,15.4
2021-01-20 0:00:00,Gujarat,5004,3502.8,39,58,230.8,28,15.4
2021-01-20 0:00:00,Tamil Nadu,5617.3,3932.11,48,47,230.8,41,15.4
2021-01-20 0:00:00,Karnataka,4848.7,3394.09,45,49,230.8,31,15.4
2021-01-20 0:00:00,Rajasthan,3948.4,2763.88,46,43,230.8,38,15.4
2021-01-21 0:00:00,Maharashtra,6098.76,4269.13,42,48,230.88,31,15.44
2021-01-21 0:00:00,Gujarat,5435.8,3805.06,49,41,230.88,43,15.44
2021-01-21 0:00:00,Tamil Nadu,5765.28,4035.7,43,55,230.88,45,15.44
2021-01-21 0:00:00,Karnataka,4544.32,3181.02,40,59,230.88,19,15.44
2021-01-21 0:00:00,Rajasthan,4102.84,2871.99,38,51,230.88,15,15.44
2021-01-22 0:00:00,Maharashtra,6155.92,4309.14,41,45,230.96,41,15.48
2021-01-22 0:00:00,Gujarat,5371.6,3760.12,41,52,230.96,35,15.48
2021-01-22 0:00:00,Tamil Nadu,5921.26,4144.88,39,41,230.96,15,15.48
2021-01-22 0:00:00,Karnataka,4748.94,3324.26,43,46,230.96,37,15.48
2021-01-22 0:00:00,Rajasthan,4242.28,2969.6,38,44,230.96,43,15.48
2021-01-23 0:00:00,Maharashtra,6079.08,4255.36,40,60,231.04,20,15.52
2021-01-23 0:00:00,Gujarat,5246.4,3672.48,48,57,231.04,17,15.52
2021-01-23 0:00:00,Tamil Nadu,5713.24,3999.27,50,44,231.04,39,15.52
2021-01-23 0:00:00,Karnataka,4513.56,3159.49,35,58,231.04,22,15.52
2021-01-23 0:00:00,Rajasthan,3994.72,2796.3,44,57,231.04,35,15.52
2021-01-24 0:00:00,Maharashtra,6036.24,4225.37,36,51,231.12,31,15.56
2021-01-24 0:00:00,Gujarat,5156.2,3609.34,46,49,231.12,23,15.56
2021-01-24 0:00:00,Tamil Nadu,5577.22,3904.05,50,43,231.12,28,15.56
2021-01-24 0:00:00,Karnataka,4774.18,3341.93,38,40,231.12,32,15.56
2021-01-24 0:00:00,Rajasthan,4124.16,2886.91,47,49,231.12,38,15.56
2021-01-25 0:00:00,Maharashtra,6277.4,4394.18,46,47,231.2,44,15.6
2021-01-25 0:00:00,Gujarat,4953,3467.1,47,57,231.2,37,15.6
2021-01-25 0:00:00,Tamil Nadu,5479.2,3835.44,41,56,231.2,45,15.6
2021-01-25 0:00:00,Karnataka,4886.8,3420.76,38,45,231.2,44,15.6
2021-01-25 0:00:00,Rajasthan,4361.6,3053.12,40,54,231.2,32,15.6
2021-01-26 0:00:00,Maharashtra,6037.56,4226.29,37,45,231.28,41,15.64
2021-01-26 0:00:00,Gujarat,5218.8,3653.16,44,41,231.28,31,15.64
2021-01-26 0:00:00,Tamil Nadu,5537.18,3876.03,50,54,231.28,33,15.64
2021-01-26 0:00:00,Karnataka,4746.42,3322.49,48,56,231.28,22,15.64
2021-01-26 0:00:00,Rajasthan,3957.04,2769.93,38,58,231.28,24,15.64
2021-01-27 0:00:00,Maharashtra,6332.72,4432.9,45,48,231.36,41,15.68
2021-01-27 0:00:00,Gujarat,5127.6,3589.32,49,59,231.36,41,15.68
2021-01-27 0:00:00,Tamil Nadu,5803.16,4062.21,35,47,231.36,32,15.68
2021-01-27 0:00:00,Karnataka,4601.04,3220.73,37,55,231.36,30,15.68
2021-01-27 0:00:00,Rajasthan,4286.48,3000.54,45,53,231.36,42,15.68
2021-01-28 0:00:00,Maharashtra,6015.88,4211.12,39,46,231.44,33,15.72
2021-01-28 0:00:00,Gujarat,5355.4,3748.78,38,53,231.44,40,15.72
2021-01-28 0:00:00,Tamil Nadu,5634.14,3943.9,42,54,231.44,27,15.72
2021-01-28 0:00:00,Karnataka,4554.66,3188.26,42,47,231.44,20,15.72
2021-01-28 0:00:00,Rajasthan,4061.92,2843.34,41,43,231.44,36,15.72
2021-01-29 0:00:00,Maharashtra,6081.04,4256.73,37,58,231.52,22,15.76
2021-01-29 0:00:00,Gujarat,4970.2,3479.14,43,59,231.52,24,15.76
2021-01-29 0:00:00,Tamil Nadu,5891.12,4123.78,37,58,231.52,40,15.76
2021-01-29 0:00:00,Karnataka,4439.28,3107.5,37,51,231.52,39,15.76
2021-01-29 0:00:00,Rajasthan,4136.36,2895.45,49,41,231.52,26,15.76
2021-01-30 0:00:00,Maharashtra,6370.2,4459.14,35,40,231.6,18,15.8
2021-01-30 0:00:00,Gujarat,5095,3566.5,45,51,231.6,15,15.8
2021-01-30 0:00:00,Tamil Nadu,5626.1,3938.27,47,60,231.6,21,15.8
2021-01-30 0:00:00,Karnataka,4867.9,3407.53,47,56,231.6,45,15.8
2021-01-30 0:00:00,Rajasthan,4270.8,2989.56,35,50,231.6,39,15.8
