Date,Plant_Type,State,Generation_Factor
2021-05-10 0:00:00,Solar,Gujarat,0.75
2021-05-10 0:00:00,Wind,Gujarat,0.5
2021-05-10 0:00:00,Coal,Tamil Nadu,0.798
2021-05-10 0:00:00,Gas,Tamil Nadu,0.884
2021-05-10 0:00:00,Solar,Tamil Nadu,0.75
2021-05-10 0:00:00,Wind,Tamil Nadu,0.5
2021-05-10 0:00:00,Coal,Karnataka,0.723
2021-05-10 0:00:00,Gas,Karnataka,0.806
2021-05-10 0:00:00,Solar,Karnataka,0.75
2021-05-10 0:00:00,Wind,Karnataka,0.5
2021-05-10 0:00:00,Coal,Rajasthan,0.836
2021-05-10 0:00:00,Gas,Rajasthan,0.682
2021-05-10 0:00:00,Solar,Rajasthan,0.75
2021-05-10 0:00:00,Wind,Rajasthan,0.5
2021-05-11 0:00:00,Coal,Maharashtra,0.662
2021-05-11 0:00:00,Gas,Maharashtra,0.697
2021-05-11 0:00:00,Solar,Maharashtra,0.75
2021-05-11 0:00:00,Wind,Maharashtra,0.5
2021-05-11 0:00:00,Coal,Gujarat,0.884
2021-05-11 0:00:00,Gas,Gujarat,0.742
2021-05-11 0:00:00,Solar,Gujarat,0.75
2021-05-11 0:00:00,Wind,Gujarat,0.5
2021-05-11 0:00:00,Coal,Tamil Nadu,0.725
2021-05-11 0:00:00,Gas,Tamil Nadu,0.892
2021-05-11 0:00:00,Solar,Tamil Nadu,0.75
2021-05-11 0:00:00,Wind,Tamil Nadu,0.5
2021-05-11 0:00:00,Coal,Karnataka,0.74
2021-05-11 0:00:00,Gas,Karnataka,0.654
2021-05-11 0:00:00,Solar,Karnataka,0.75
2021-05-11 0:00:00,Wind,Karnataka,0.5
2021-05-11 0:00:00,Coal,Rajasthan,0.728
2021-05-11 0:00:00,Gas,Rajasthan,0.811
2021-05-11 0:00:00,Solar,Rajasthan,0.75
2021-05-11 0:00:00,Wind,Rajasthan,0.5
2021-05-12 0:00:00,Coal,Maharashtra,0.741
2021-05-12 0:00:00,Gas,Maharashtra,0.762
2021-05-12 0:00:00,Solar,Maharashtra,0.75
2021-05-12 0:00:00,Wind,Maharashtra,0.5
2021-05-12 0:00:00,Coal,Gujarat,0.862
2021-05-12 0:00:00,Gas,Gujarat,0.717
2021-05-12 0:00:00,Solar,Gujarat,0.75
2021-05-12 0:00:00,Wind,Gujarat,0.5
2021-05-12 0:00:00,Coal,Tamil Nadu,0.738
2021-05-12 0:00:00,Gas,Tamil Nadu,0.859
2021-05-12 0:00:00,Solar,Tamil Nadu,0.75
2021-05-12 0:00:00,Wind,Tamil Nadu,0.5
2021-05-12 0:00:00,Coal,Karnataka,0.76
2021-05-12 0:00:00,Gas,Karnataka,0.785
2021-05-12 0:00:00,Solar,Karnataka,0.75
2021-05-12 0:00:00,Wind,Karnataka,0.5
2021-05-12 0:00:00,Coal,Rajasthan,0.822
2021-05-12 0:00:00,Gas,Rajasthan,0.842
2021-05-12 0:00:00,Solar,Rajasthan,0.75
2021-05-12 0:00:00,Wind,Rajasthan,0.5
2021-05-13 0:00:00,Coal,Maharashtra,0.794
2021-05-13 0:00:00,Gas,Maharashtra,0.83
2021-05-13 0:00:00,Solar,Maharashtra,0.75
2021-05-13 0:00:00,Wind,Maharashtra,0.5
2021-05-13 0:00:00,Coal,Gujarat,0.889
2021-05-13 0:00:00,Gas,Gujarat,0.789
2021-05-13 0:00:00,Solar,Gujarat,0.75
2021-05-13 0:00:00,Wind,Gujarat,0.5
2021-05-13 0:00:00,Coal,Tamil Nadu,0.714
2021-05-13 0:00:00,Gas,Tamil Nadu,0.754
2021-05-13 0:00:00,Solar,Tamil Nadu,0.75
2021-05-13 0:00:00,Wind,Tamil Nadu,0.5
2021-05-13 0:00:00,Coal,Karnataka,0.683
2021-05-13 0:00:00,Gas,Karnataka,0.701
2021-05-13 0:00:00,Solar,Karnataka,0.75
2021-05-13 0:00:00,Wind,Karnataka,0.5
2021-05-13 0:00:00,Coal,Rajasthan,0.894
2021-05-13 0:00:00,Gas,Rajasthan,0.765
2021-05-13 0:00:00,Solar,Rajasthan,0.75
2021-05-13 0:00:00,Wind,Rajasthan,0.5
2021-05-14 0:00:00,Coal,Maharashtra,0.795
2021-05-14 0:00:00,Gas,Maharashtra,0.803
2021-05-14 0:00:00,Solar,Maharashtra,0.75
2021-05-14 0:00:00,Wind,Maharashtra,0.5
2021-05-14 0:00:00,Coal,Gujarat,0.695
2021-05-14 0:00:00,Gas,Gujarat,0.858
2021-05-14 0:00:00,Solar,Gujarat,0.75
2021-05-14 0:00:00,Wind,Gujarat,0.5
2021-05-14 0:00:00,Coal,Tamil Nadu,0.651
2021-05-14 0:00:00,Gas,Tamil Nadu,0.863
2021-05-14 0:00:00,Solar,Tamil Nadu,0.75
2021-05-14 0:00:00,Wind,Tamil Nadu,0.5
2021-05-14 0:00:00,Coal,Karnataka,0.674
2021-05-14 0:00:00,Gas,Karnataka,0.798
2021-05-14 0:00:00,Solar,Karnataka,0.75
2021-05-14 0:00:00,Wind,Karnataka,0.5
2021-05-14 0:00:00,Coal,Rajasthan,0.77
2021-05-14 0:00:00,Gas,Rajasthan,0.774
2021-05-14 0:00:00,Solar,Rajasthan,0.75
2021-05-14 0:00:00,Wind,Rajasthan,0.5
2021-05-15 0:00:00,Coal,Maharashtra,0.673
2021-05-15 0:00:00,Gas,Maharashtra,0.872
2021-05-15 0:00:00,Solar,Maharashtra,0.75
2021-05-15 0:00:00,Wind,Maharashtra,0.5
2021-05-15 0:00:00,Coal,Gujarat,0.849
2021-05-15 0:00:00,Gas,Gujarat,0.872
2021-05-15 0:00:00,Solar,Gujarat,0.75
2021-05-15 0:00:00,Wind,Gujarat,0.5
2021-05-15 0:00:00,Coal,Tamil Nadu,0.772
2021-05-15 0:00:00,Gas,Tamil Nadu,0.667
2021-05-15 0:00:00,Solar,Tamil Nadu,0.75
2021-05-15 0:00:00,Wind,Tamil Nadu,0.5
2021-05-15 0:00:00,Coal,Karnataka,0.874
2021-05-15 0:00:00,Gas,Karnataka,0.859
2021-05-15 0:00:00,Solar,Karnataka,0.75
2021-05-15 0:00:00,Wind,Karnataka,0.5
2021-05-15 0:00:00,Coal,Rajasthan,0.79
2021-05-15 0:00:00,Gas,Rajasthan,0.661
2021-05-15 0:00:00,Solar,Rajasthan,0.75
2021-05-15 0:00:00,Wind,Rajasthan,0.5
2021-05-16 0:00:00,Coal,Maharashtra,0.852
2021-05-16 0:00:00,Gas,Maharashtra,0.894
2021-05-16 0:00:00,Solar,Maharashtra,0.75
2021-05-16 0:00:00,Wind,Maharashtra,0.5
2021-05-16 0:00:00,Coal,Gujarat,0.657
2021-05-16 0:00:00,Gas,Gujarat,0.864
2021-05-16 0:00:00,Solar,Gujarat,0.75
2021-05-16 0:00:00,Wind,Gujarat,0.5
2021-05-16 0:00:00,Coal,Tamil Nadu,0.756
2021-05-16 0:00:00,Gas,Tamil Nadu,0.707
2021-05-16 0:00:00,Solar,Tamil Nadu,0.75
2021-05-16 0:00:00,Wind,Tamil Nadu,0.5
2021-05-16 0:00:00,Coal,Karnataka,0.776
2021-05-16 0:00:00,Gas,Karnataka,0.659
2021-05-16 0:00:00,Solar,Karnataka,0.75
2021-05-16 0:00:00,Wind,Karnataka,0.5
2021-05-16 0:00:00,Coal,Rajasthan,0.881
2021-05-16 0:00:00,Gas,Rajasthan,0.794
2021-05-16 0:00:00,Solar,Rajasthan,0.75
2021-05-16 0:00:00,Wind,Rajasthan,0.5
2021-05-17 0:00:00,Coal,Maharashtra,0.854
2021-05-17 0:00:00,Gas,Maharashtra,0.778
2021-05-17 0:00:00,Solar,Maharashtra,0.75
2021-05-17 0:00:00,Wind,Maharashtra,0.5
2021-05-17 0:00:00,Coal,Gujarat,0.877
2021-05-17 0:00:00,Gas,Gujarat,0.773
2021-05-17 0:00:00,Solar,Gujarat,0.75
2021-05-17 0:00:00,Wind,Gujarat,0.5
2021-05-17 0:00:00,Coal,Tamil Nadu,0.722
2021-05-17 0:00:00,Gas,Tamil Nadu,0.799
2021-05-17 0:00:00,Solar,Tamil Nadu,0.75
2021-05-17 0:00:00,Wind,Tamil Nadu,0.5
2021-05-17 0:00:00,Coal,Karnataka,0.655
2021-05-17 0:00:00,Gas,Karnataka,0.781
2021-05-17 0:00:00,Solar,Karnataka,0.75
2021-05-17 0:00:00,Wind,Karnataka,0.5
2021-05-17 0:00:00,Coal,Rajasthan,0.736
2021-05-17 0:00:00,Gas,Rajasthan,0.659
2021-05-17 0:00:00,Solar,Rajasthan,0.75
2021-05-17 0:00:00,Wind,Rajasthan,0.5
2021-05-18 0:00:00,Coal,Maharashtra,0.684
2021-05-18 0:00:00,Gas,Maharashtra,0.725
2021-05-18 0:00:00,Solar,Maharashtra,0.75
2021-05-18 0:00:00,Wind,Maharashtra,0.5
2021-05-18 0:00:00,Coal,Gujarat,0.716
2021-05-18 0:00:00,Gas,Gujarat,0.7
2021-05-18 0:00:00,Solar,Gujarat,0.75
2021-05-18 0:00:00,Wind,Gujarat,0.5
2021-05-18 0:00:00,Coal,Tamil Nadu,0.83
2021-05-18 0:00:00,Gas,Tamil Nadu,0.893
2021-05-18 0:00:00,Solar,Tamil Nadu,0.75
2021-05-18 0:00:00,Wind,Tamil Nadu,0.5
2021-05-18 0:00:00,Coal,Karnataka,0.886
2021-05-18 0:00:00,Gas,Karnataka,0.748
2021-05-18 0:00:00,Solar,Karnataka,0.75
2021-05-18 0:00:00,Wind,Karnataka,0.5
2021-05-18 0:00:00,Coal,Rajasthan,0.705
2021-05-18 0:00:00,Gas,Rajasthan,0.889
2021-05-18 0:00:00,Solar,Rajasthan,0.75
2021-05-18 0:00:00,Wind,Rajasthan,0.5
2021-05-19 0:00:00,Coal,Maharashtra,0.672
2021-05-19 0:00:00,Gas,Maharashtra,0.711
2021-05-19 0:00:00,Solar,Maharashtra,0.75
2021-05-19 0:00:00,Wind,Maharashtra,0.5
2021-05-19 0:00:00,Coal,Gujarat,0.76
2021-05-19 0:00:00,Gas,Gujarat,0.812
2021-05-19 0:00:00,Solar,Gujarat,0.75
2021-05-19 0:00:00,Wind,Gujarat,0.5
2021-05-19 0:00:00,Coal,Tamil Nadu,0.871
2021-05-19 0:00:00,Gas,Tamil Nadu,0.736
2021-05-19 0:00:00,Solar,Tamil Nadu,0.75
2021-05-19 0:00:00,Wind,Tamil Nadu,0.5
2021-05-19 0:00:00,Coal,Karnataka,0.652
2021-05-19 0:00:00,Gas,Karnataka,0.872
2021-05-19 0:00:00,Solar,Karnataka,0.75
2021-05-19 0:00:00,Wind,Karnataka,0.5
2021-05-19 0:00:00,Coal,Rajasthan,0.689
2021-05-19 0:00:00,Gas,Rajasthan,0.838
2021-05-19 0:00:00,Solar,Rajasthan,0.75
2021-05-19 0:00:00,Wind,Rajasthan,0.5
2021-05-20 0:00:00,Coal,Maharashtra,0.738
2021-05-20 0:00:00,Gas,Maharashtra,0.803
2021-05-20 0:00:00,Solar,Maharashtra,0.75
2021-05-20 0:00:00,Wind,Maharashtra,0.5
2021-05-20 0:00:00,Coal,Gujarat,0.671
2021-05-20 0:00:00,Gas,Gujarat,0.793
2021-05-20 0:00:00,Solar,Gujarat,0.75
2021-05-20 0:00:00,Wind,Gujarat,0.5
2021-05-20 0:00:00,Coal,Tamil Nadu,0.846
2021-05-20 0:00:00,Gas,Tamil Nadu,0.886
2021-05-20 0:00:00,Solar,Tamil Nadu,0.75
2021-05-20 0:00:00,Wind,Tamil Nadu,0.5
2021-05-20 0:00:00,Coal,Karnataka,0.865
2021-05-20 0:00:00,Gas,Karnataka,0.832
2021-05-20 0:00:00,Solar,Karnataka,0.75
2021-05-20 0:00:00,Wind,Karnataka,0.5
2021-05-20 0:00:00,Coal,Rajasthan,0.885
2021-05-20 0:00:00,Gas,Rajasthan,0.788
2021-05-20 0:00:00,Solar,Rajasthan,0.75
2021-05-20 0:00:00,Wind,Rajasthan,0.5
2021-05-21 0:00:00,Coal,Maharashtra,0.859
2021-05-21 0:00:00,Gas,Maharashtra,0.817
2021-05-21 0:00:00,Solar,Maharashtra,0.75
2021-05-21 0:00:00,Wind,Maharashtra,0.5
2021-05-21 0:00:00,Coal,Gujarat,0.857
2021-05-21 0:00:00,Gas,Gujarat,0.811
2021-05-21 0:00:00,Solar,Gujarat,0.75
2021-05-21 0:00:00,Wind,Gujarat,0.5
2021-05-21 0:00:00,Coal,Tamil Nadu,0.862
2021-05-21 0:00:00,Gas,Tamil Nadu,0.661
2021-05-21 0:00:00,Solar,Tamil Nadu,0.75
2021-05-21 0:00:00,Wind,Tamil Nadu,0.5
2021-05-21 0:00:00,Coal,Karnataka,0.764
2021-05-21 0:00:00,Gas,Karnataka,0.84
2021-05-21 0:00:00,Solar,Karnataka,0.75
2021-05-21 0:00:00,Wind,Karnataka,0.5
2021-05-21 0:00:00,Coal,Rajasthan,0.831
2021-05-21 0:00:00,Gas,Rajasthan,0.873
2021-05-21 0:00:00,Solar,Rajasthan,0.75
2021-05-21 0:00:00,Wind,Rajasthan,0.5
2021-05-22 0:00:00,Coal,Maharashtra,0.786
2021-05-22 0:00:00,Gas,Maharashtra,0.887
2021-05-22 0:00:00,Solar,Maharashtra,0.75
2021-05-22 0:00:00,Wind,Maharashtra,0.5
2021-05-22 0:00:00,Coal,Gujarat,0.751
2021-05-22 0:00:00,Gas,Gujarat,0.74
2021-05-22 0:00:00,Solar,Gujarat,0.75
2021-05-22 0:00:00,Wind,Gujarat,0.5
2021-05-22 0:00:00,Coal,Tamil Nadu,0.805
2021-05-22 0:00:00,Gas,Tamil Nadu,0.875
2021-05-22 0:00:00,Solar,Tamil Nadu,0.75
2021-05-22 0:00:00,Wind,Tamil Nadu,0.5
2021-05-22 0:00:00,Coal,Karnataka,0.894
2021-05-22 0:00:00,Gas,Karnataka,0.784
2021-05-22 0:00:00,Solar,Karnataka,0.75
2021-05-22 0:00:00,Wind,Karnataka,0.5
2021-05-22 0:00:00,Coal,Rajasthan,0.756
2021-05-22 0:00:00,Gas,Rajasthan,0.894
2021-05-22 0:00:00,Solar,Rajasthan,0.75
2021-05-22 0:00:00,Wind,Rajasthan,0.5
2021-05-23 0:00:00,Coal,Maharashtra,0.817
2021-05-23 0:00:00,Gas,Maharashtra,0.862
2021-05-23 0:00:00,Solar,Maharashtra,0.75
2021-05-23 0:00:00,Wind,Maharashtra,0.5
2021-05-23 0:00:00,Coal,Gujarat,0.846
2021-05-23 0:00:00,Gas,Gujarat,0.73
2021-05-23 0:00:00,Solar,Gujarat,0.75
2021-05-23 0:00:00,Wind,Gujarat,0.5
2021-05-23 0:00:00,Coal,Tamil Nadu,0.759
2021-05-23 0:00:00,Gas,Tamil Nadu,0.669
2021-05-23 0:00:00,Solar,Tamil Nadu,0.75
2021-05-23 0:00:00,Wind,Tamil Nadu,0.5
2021-05-23 0:00:00,Coal,Karnataka,0.884
2021-05-23 0:00:00,Gas,Karnataka,0.8
2021-05-23 0:00:00,Solar,Karnataka,0.75
2021-05-23 0:00:00,Wind,Karnataka,0.5
2021-05-23 0:00:00,Coal,Rajasthan,0.75
2021-05-23 0:00:00,Gas,Rajasthan,0.651
2021-05-23 0:00:00,Solar,Rajasthan,0.75
2021-05-23 0:00:00,Wind,Rajasthan,0.5
2021-05-24 0:00:00,Coal,Maharashtra,0.852
2021-05-24 0:00:00,Gas,Maharashtra,0.833
2021-05-24 0:00:00,Solar,Maharashtra,0.75
2021-05-24 0:00:00,Wind,Maharashtra,0.5
2021-05-24 0:00:00,Coal,Gujarat,0.855
2021-05-24 0:00:00,Gas,Gujarat,0.778
2021-05-24 0:00:00,Solar,Gujarat,0.75
2021-05-24 0:00:00,Wind,Gujarat,0.5
2021-05-24 0:00:00,Coal,Tamil Nadu,0.89
2021-05-24 0:00:00,Gas,Tamil Nadu,0.79
2021-05-24 0:00:00,Solar,Tamil Nadu,0.75
2021-05-24 0:00:00,Wind,Tamil Nadu,0.5
2021-05-24 0:00:00,Coal,Karnataka,0.659
2021-05-24 0:00:00,Gas,Karnataka,0.716
2021-05-24 0:00:00,Solar,Karnataka,0.75
2021-05-24 0:00:00,Wind,Karnataka,0.5
2021-05-24 0:00:00,Coal,Rajasthan,0.814
2021-05-24 0:00:00,Gas,Rajasthan,0.798
2021-05-24 0:00:00,Solar,Rajasthan,0.75
2021-05-24 0:00:00,Wind,Rajasthan,0.5
2021-05-25 0:00:00,Coal,Maharashtra,0.883
2021-05-25 0:00:00,Gas,Maharashtra,0.843
2021-05-25 0:00:00,Solar,Maharashtra,0.75
2021-05-25 0:00:00,Wind,Maharashtra,0.5
2021-05-25 0:00:00,Coal,Gujarat,0.717
2021-05-25 0:00:00,Gas,Gujarat,0.875
2021-05-25 0:00:00,Solar,Gujarat,0.75
2021-05-25 0:00:00,Wind,Gujarat,0.5
2021-05-25 0:00:00,Coal,Tamil Nadu,0.839
2021-05-25 0:00:00,Gas,Tamil Nadu,0.877
2021-05-25 0:00:00,Solar,Tamil Nadu,0.75
2021-05-25 0:00:00,Wind,Tamil Nadu,0.5
2021-05-25 0:00:00,Coal,Karnataka,0.778
2021-05-25 0:00:00,Gas,Karnataka,0.859
2021-05-25 0:00:00,Solar,Karnataka,0.75
2021-05-25 0:00:00,Wind,Karnataka,0.5
2021-05-25 0:00:00,Coal,Rajasthan,0.891
2021-05-25 0:00:00,Gas,Rajasthan,0.777
2021-05-25 0:00:00,Solar,Rajasthan,0.75
2021-05-25 0:00:00,Wind,Rajasthan,0.5
2021-05-26 0:00:00,Coal,Maharashtra,0.666
2021-05-26 0:00:00,Gas,Maharashtra,0.813
2021-05-26 0:00:00,Solar,Maharashtra,0.75
2021-05-26 0:00:00,Wind,Maharashtra,0.5
2021-05-26 0:00:00,Coal,Gujarat,0.871
2021-05-26 0:00:00,Gas,Gujarat,0.728
2021-05-26 0:00:00,Solar,Gujarat,0.75
2021-05-26 0:00:00,Wind,Gujarat,0.5
2021-05-26 0:00:00,Coal,Tamil Nadu,0.864
2021-05-26 0:00:00,Gas,Tamil Nadu,0.794
2021-05-26 0:00:00,Solar,Tamil Nadu,0.75
2021-05-26 0:00:00,Wind,Tamil Nadu,0.5
2021-05-26 0:00:00,Coal,Karnataka,0.802
2021-05-26 0:00:00,Gas,Karnataka,0.821
2021-05-26 0:00:00,Solar,Karnataka,0.75
2021-05-26 0:00:00,Wind,Karnataka,0.5
2021-05-26 0:00:00,Coal,Rajasthan,0.724
2021-05-26 0:00:00,Gas,Rajasthan,0.833
2021-05-26 0:00:00,Solar,Rajasthan,0.75
2021-05-26 0:00:00,Wind,Rajasthan,0.5
2021-05-27 0:00:00,Coal,Maharashtra,0.746
2021-05-27 0:00:00,Gas,Maharashtra,0.692
2021-05-27 0:00:00,Solar,Maharashtra,0.75
2021-05-27 0:00:00,Wind,Maharashtra,0.5
2021-05-27 0:00:00,Coal,Gujarat,0.816
2021-05-27 0:00:00,Gas,Gujarat,0.768
2021-05-27 0:00:00,Solar,Gujarat,0.75
2021-05-27 0:00:00,Wind,Gujarat,0.5
2021-05-27 0:00:00,Coal,Tamil Nadu,0.865
2021-05-27 0:00:00,Gas,Tamil Nadu,0.847
2021-05-27 0:00:00,Solar,Tamil Nadu,0.75
2021-05-27 0:00:00,Wind,Tamil Nadu,0.5
2021-05-27 0:00:00,Coal,Karnataka,0.663
2021-05-27 0:00:00,Gas,Karnataka,0.767
2021-05-27 0:00:00,Solar,Karnataka,0.75
2021-05-27 0:00:00,Wind,Karnataka,0.5
2021-05-27 0:00:00,Coal,Rajasthan,0.822
2021-05-27 0:00:00,Gas,Rajasthan,0.706
2021-05-27 0:00:00,Solar,Rajasthan,0.75
2021-05-27 0:00:00,Wind,Rajasthan,0.5
2021-05-28 0:00:00,Coal,Maharashtra,0.806
2021-05-28 0:00:00,Gas,Maharashtra,0.718
2021-05-28 0:00:00,Solar,Maharashtra,0.75
2021-05-28 0:00:00,Wind,Maharashtra,0.5
2021-05-28 0:00:00,Coal,Gujarat,0.655
2021-05-28 0:00:00,Gas,Gujarat,0.85
2021-05-28 0:00:00,Solar,Gujarat,0.75
2021-05-28 0:00:00,Wind,Gujarat,0.5
2021-05-28 0:00:00,Coal,Tamil Nadu,0.68
2021-05-28 0:00:00,Gas,Tamil Nadu,0.703
2021-05-28 0:00:00,Solar,Tamil Nadu,0.75
2021-05-28 0:00:00,Wind,Tamil Nadu,0.5
2021-05-28 0:00:00,Coal,Karnataka,0.735
2021-05-28 0:00:00,Gas,Karnataka,0.656
2021-05-28 0:00:00,Solar,Karnataka,0.75
2021-05-28 0:00:00,Wind,Karnataka,0.5
2021-05-28 0:00:00,Coal,Rajasthan,0.694
2021-05-28 0:00:00,Gas,Rajasthan,0.723
2021-05-28 0:00:00,Solar,Rajasthan,0.75
2021-05-28 0:00:00,Wind,Rajasthan,0.5
2021-05-29 0:00:00,Coal,Maharashtra,0.743
2021-05-29 0:00:00,Gas,Maharashtra,0.815
2021-05-29 0:00:00,Solar,Maharashtra,0.75
2021-05-29 0:00:00,Wind,Maharashtra,0.5
2021-05-29 0:00:00,Coal,Gujarat,0.726
2021-05-29 0:00:00,Gas,Gujarat,0.836
2021-05-29 0:00:00,Solar,Gujarat,0.75
2021-05-29 0:00:00,Wind,Gujarat,0.5
2021-05-29 0:00:00,Coal,Tamil Nadu,0.814
2021-05-29 0:00:00,Gas,Tamil Nadu,0.697
2021-05-29 0:00:00,Solar,Tamil Nadu,0.75
2021-05-29 0:00:00,Wind,Tamil Nadu,0.5
2021-05-29 0:00:00,Coal,Karnataka,0.836
2021-05-29 0:00:00,Gas,Karnataka,0.841
2021-05-29 0:00:00,Solar,Karnataka,0.75
2021-05-29 0:00:00,Wind,Karnataka,0.5
2021-05-29 0:00:00,Coal,Rajasthan,0.723
2021-05-29 0:00:00,Gas,Rajasthan,0.695
2021-05-29 0:00:00,Solar,Rajasthan,0.75
2021-05-29 0:00:00,Wind,Rajasthan,0.5
2021-05-30 0:00:00,Coal,Maharashtra,0.871
2021-05-30 0:00:00,Gas,Maharashtra,0.733
2021-05-30 0:00:00,Solar,Maharashtra,0.75
2021-05-30 0:00:00,Wind,Maharashtra,0.5
2021-05-30 0:00:00,Coal,Gujarat,0.668
2021-05-30 0:00:00,Gas,Gujarat,0.738
2021-05-30 0:00:00,Solar,Gujarat,0.75
2021-05-30 0:00:00,Wind,Gujarat,0.5
2021-05-30 0:00:00,Coal,Tamil Nadu,0.759
2021-05-30 0:00:00,Gas,Tamil Nadu,0.767
2021-05-30 0:00:00,Solar,Tamil Nadu,0.75
2021-05-30 0:00:00,Wind,Tamil Nadu,0.5
2021-05-30 0:00:00,Coal,Karnataka,0.86
2021-05-30 0:00:00,Gas,Karnataka,0.668
2021-05-30 0:00:00,Solar,Karnataka,0.75
2021-05-30 0:00:00,Wind,Karnataka,0.5
2021-05-30 0:00:00,Coal,Rajasthan,0.768
2021-05-30 0:00:00,Gas,Rajasthan,0.707
2021-05-30 0:00:00,Solar,Rajasthan,0.75
2021-05-30 0:00:00,Wind,Rajasthan,0.5
2021-05-31 0:00:00,Coal,Maharashtra,0.668
2021-05-31 0:00:00,Gas,Maharashtra,0.88
2021-05-31 0:00:00,Solar,Maharashtra,0.75
2021-05-31 0:00:00,Wind,Maharashtra,0.5
2021-05-31 0:00:00,Coal,Gujarat,0.845
2021-05-31 0:00:00,Gas,Gujarat,0.75
2021-05-31 0:00:00,Solar,Gujarat,0.75
2021-05-31 0:00:00,Wind,Gujarat,0.5
2021-05-31 0:00:00,Coal,Tamil Nadu,0.774
2021-05-31 0:00:00,Gas,Tamil Nadu,0.695
2021-05-31 0:00:00,Solar,Tamil Nadu,0.75
2021-05-31 0:00:00,Wind,Tamil Nadu,0.5
2021-05-31 0:00:00,Coal,Karnataka,0.696
2021-05-31 0:00:00,Gas,Karnataka,0.671
2021-05-31 0:00:00,Solar,Karnataka,0.75
2021-05-31 0:00:00,Wind,Karnataka,0.5
2021-05-31 0:00:00,Coal,Rajasthan,0.872
2021-05-31 0:00:00,Gas,Rajasthan,0.734
2021-05-31 0:00:00,Solar,Rajasthan,0.75
2021-05-31 0:00:00,Wind,Rajasthan,0.5
2021-06-01 0:00:00,Coal,Maharashtra,0.689
2021-06-01 0:00:00,Gas,Maharashtra,0.822
2021-06-01 0:00:00,Solar,Maharashtra,0.6
2021-06-01 0:00:00,Wind,Maharashtra,0.7
2021-06-01 0:00:00,Coal,Gujarat,0.877
2021-06-01 0:00:00,Gas,Gujarat,0.715
2021-06-01 0:00:00,Solar,Gujarat,0.6
2021-06-01 0:00:00,Wind,Gujarat,0.7
2021-06-01 0:00:00,Coal,Tamil Nadu,0.739
2021-06-01 0:00:00,Gas,Tamil Nadu,0.723
2021-06-01 0:00:00,Solar,Tamil Nadu,0.6
2021-06-01 0:00:00,Wind,Tamil Nadu,0.7
2021-06-01 0:00:00,Coal,Karnataka,0.707
2021-06-01 0:00:00,Gas,Karnataka,0.785
2021-06-01 0:00:00,Solar,Karnataka,0.6
2021-06-01 0:00:00,Wind,Karnataka,0.7
2021-06-01 0:00:00,Coal,Rajasthan,0.793
2021-06-01 0:00:00,Gas,Rajasthan,0.858
2021-06-01 0:00:00,Solar,Rajasthan,0.6
2021-06-01 0:00:00,Wind,Rajasthan,0.7
2021-06-02 0:00:00,Coal,Maharashtra,0.831
2021-06-02 0:00:00,Gas,Maharashtra,0.8
2021-06-02 0:00:00,Solar,Maharashtra,0.6
2021-06-02 0:00:00,Wind,Maharashtra,0.7
2021-06-02 0:00:00,Coal,Gujarat,0.826
2021-06-02 0:00:00,Gas,Gujarat,0.833
2021-06-02 0:00:00,Solar,Gujarat,0.6
2021-06-02 0:00:00,Wind,Gujarat,0.7
2021-06-02 0:00:00,Coal,Tamil Nadu,0.699
2021-06-02 0:00:00,Gas,Tamil Nadu,0.715
2021-06-02 0:00:00,Solar,Tamil Nadu,0.6
2021-06-02 0:00:00,Wind,Tamil Nadu,0.7
2021-06-02 0:00:00,Coal,Karnataka,0.807
2021-06-02 0:00:00,Gas,Karnataka,0.806
2021-06-02 0:00:00,Solar,Karnataka,0.6
2021-06-02 0:00:00,Wind,Karnataka,0.7
2021-06-02 0:00:00,Coal,Rajasthan,0.797
2021-06-02 0:00:00,Gas,Rajasthan,0.74
2021-06-02 0:00:00,Solar,Rajasthan,0.6
2021-06-02 0:00:00,Wind,Rajasthan,0.7
2021-06-03 0:00:00,Coal,Maharashtra,0.89
2021-06-03 0:00:00,Gas,Maharashtra,0.687
2021-06-03 0:00:00,Solar,Maharashtra,0.6
2021-06-03 0:00:00,Wind,Maharashtra,0.7
2021-06-03 0:00:00,Coal,Gujarat,0.89
2021-06-03 0:00:00,Gas,Gujarat,0.662
2021-06-03 0:00:00,Solar,Gujarat,0.6
2021-06-03 0:00:00,Wind,Gujarat,0.7
2021-06-03 0:00:00,Coal,Tamil Nadu,0.728
2021-06-03 0:00:00,Gas,Tamil Nadu,0.752
2021-06-03 0:00:00,Solar,Tamil Nadu,0.6
2021-06-03 0:00:00,Wind,Tamil Nadu,0.7
2021-06-03 0:00:00,Coal,Karnataka,0.807
2021-06-03 0:00:00,Gas,Karnataka,0.876
2021-06-03 0:00:00,Solar,Karnataka,0.6
2021-06-03 0:00:00,Wind,Karnataka,0.7
2021-06-03 0:00:00,Coal,Rajasthan,0.778
2021-06-03 0:00:00,Gas,Rajasthan,0.894
2021-06-03 0:00:00,Solar,Rajasthan,0.6
2021-06-03 0:00:00,Wind,Rajasthan,0.7
2021-06-04 0:00:00,Coal,Maharashtra,0.713
2021-06-04 0:00:00,Gas,Maharashtra,0.898
2021-06-04 0:00:00,Solar,Maharashtra,0.6
2021-06-04 0:00:00,Wind,Maharashtra,0.7
2021-06-04 0:00:00,Coal,Gujarat,0.704
